,Long,Lat,Diameter [Km],Ellipticity,Diameter [pixels]
53,-77.46920054943693,-8.380618170435051,11.06674473781877,0.9382927971642279,12.0
54,-80.81971998311823,-22.49744752021244,11.06674473781877,0.9673433171455389,12.0
55,-79.94921426136263,-19.136071829784186,11.06674473781877,0.9844990909061391,12.0
56,-84.21252593016195,-14.388730244525211,16.600117106728153,0.9346757759420038,18.0
57,-83.42008898686396,-18.313447491327523,12.911202194121898,0.95588082098654,14.0
58,-86.27341209047374,-18.40481656181485,12.911202194121898,0.9794387170880074,14.0
59,-89.98811762565929,-20.035771654342742,11.988973465970334,0.9801229671713287,13.0
60,-89.97442490444573,-16.107138691746258,10.144516009667205,0.983889984990834,11.0
61,-86.40023921876207,-16.97412349187735,7.377829825212513,0.846932185670593,8.0
62,-82.72711657160207,-9.207072542809467,9.22228728151564,0.9778017226545522,10.0
63,-80.89074044552605,-10.017000184405934,10.144516009667205,0.9761886408977446,11.0
64,-85.42868675312884,-14.890582692346747,8.300058553364076,0.9746984504834147,9.0
65,-76.83763061051953,-14.236641638632987,7.377829825212513,1.0,8.0
66,-75.51786651048145,-16.27443110157366,5.533372368909385,0.9904148881590071,6.0
67,-75.3689633013934,-12.365006063767158,6.455601097060949,0.9515768353234375,7.0
68,-80.41314621505511,-19.395201184423566,82.07835680548921,0.9634772452347674,89.0
69,-82.02032604162072,-23.126259186864573,6.455601097060949,0.8202772597724474,7.0
70,-86.31810044426042,-9.344688245511888,6.455601097060949,0.9398004972731363,7.0
71,-79.64600302265733,-20.951913496390247,6.455601097060949,0.7860099728136266,7.0
72,-88.57791426317685,-16.95891051924387,6.455601097060949,0.8206091557062344,7.0
73,-76.59151335311846,-18.46573363142864,5.533372368909385,0.9787907343555096,6.0
74,-87.05954145463132,-17.856712013457614,5.533372368909385,0.9455907985761907,6.0
75,-76.1081431197959,-19.41044663207265,53.48926623279072,0.938518435716351,58.0
76,-81.63195310222231,-21.104737016099854,30.433548029001617,0.9571895576197015,33.0
77,-84.13575904133872,-10.383405391990776,117.12304847524864,0.7539629819446553,127.0
78,-80.18396776027231,-13.704265234437939,4.61114364075782,0.846475606028124,5.0
79,-80.25568227692574,-17.674064766541346,20.28903201933441,0.9280141131721232,22.0
80,-86.95944403626083,-11.024142232322259,43.34475022312351,0.7930915624556775,47.0
81,-58.412373983228704,-5.184443040693838,13.346350352402306,0.9652747713665015,22.0
82,-58.70334133763663,-4.833246858977538,7.886479753692272,0.9282568033693339,13.0
83,-60.4880138910088,-12.512180429182129,41.252355634698034,0.9030516532477221,68.0
84,-58.925098111210325,-13.965700194195367,7.886479753692272,0.9497845334446876,13.0
85,-59.12180090485047,-8.26943752060595,8.49313204243783,0.9848753709336582,14.0
86,-60.158529734605494,-13.56448459359056,12.739698063656746,0.988548063314823,21.0
87,-61.33719175126744,-11.550960388969578,8.49313204243783,0.9791866583316364,14.0
88,-60.73462910126942,-14.457486563443272,9.70643661992895,0.9581531294977177,16.0
89,-59.70483474987201,-13.424106681261312,11.526393486165627,0.9788377285538157,19.0
90,-58.67973194362369,-9.99006946556483,31.545919014769087,0.9876444500428907,52.0
91,-63.171639953994394,-14.417327684785398,6.066522887455593,0.9743003544320121,10.0
92,-61.46390534735988,-12.702512712349572,47.92553081089919,0.9420996524701079,79.0
93,-58.06953925364914,-14.035934642718924,8.49313204243783,0.9805330546403962,14.0
94,-62.99759278990642,-5.806171557812115,7.279827464946712,0.9503679242527002,12.0
95,-62.65008648633682,-9.14980509806169,14.559654929893425,0.9345548888540206,24.0
96,-62.30243624351719,-7.9392341672324225,11.526393486165627,0.9804085950418703,19.0
97,-57.47360308635224,-13.273727600047152,6.066522887455593,0.9094521226427067,10.0
98,-57.948195780308474,-10.410227516998509,16.98626408487566,0.9178440549229858,28.0
99,-62.48336916223254,-14.076071632704384,24.266091549822374,0.874557833802197,40.0
100,-57.15652642324699,-12.882859702980936,13.953002641147865,0.8868693295138007,23.0
101,-59.571125170066836,-9.429893364933701,7.279827464946712,0.9451351324003725,12.0
102,-60.34427083954307,-8.159374924604764,9.09978433118339,0.9383223512191863,15.0
103,-61.37027785024158,-6.066762265933252,7.279827464946712,0.932139610636588,12.0
104,-63.05700279156946,-12.892879935568576,15.772959507384543,0.9242034373315507,26.0
105,-61.81401656101328,-8.629612040089329,15.772959507384543,0.9437913799663298,26.0
106,-58.856123235942384,-11.520932822128433,5.459870598710034,0.8647244360805711,9.0
107,-59.278230825562225,-14.48760730118601,5.459870598710034,0.9671625186957721,9.0
108,-62.76559821130688,-5.715949465128164,5.459870598710034,0.9191610626732133,9.0
109,-61.68024584933666,-5.776098560245803,6.673175176201153,0.9153492838329261,11.0
110,-60.29477105868011,-10.000072851178325,5.459870598710034,0.9815073848565368,9.0
111,-60.56245128015586,-5.344934971672441,12.133045774911187,0.942486002718403,20.0
112,-61.05048317813255,-7.999274745649694,5.459870598710034,0.9283626743067016,9.0
113,-61.19033563885698,-10.18013654148187,5.459870598710034,0.9247561899746319,9.0
114,-59.46098440253183,-13.945634432136572,5.459870598710034,0.8762072806099311,9.0
115,-54.541165264062535,-12.792682176260437,37.61244190222468,0.831533747911485,62.0
116,-129.75393952441706,-7.540598248676017,35.75991460951142,0.9389079432084864,113.0
117,-127.81159166284475,-7.963292859971909,9.493782639693297,0.9664944683911156,30.0
118,-128.48210081853853,-8.855593823631851,17.405268172771045,0.9389349194155026,55.0
119,-128.25634339255927,-10.102951465357714,21.519240649971476,0.954477841467319,68.0
120,-127.49238738846019,-10.666836567693899,15.822971066155496,0.9561465936680255,50.0
121,-127.03791134526442,-9.862830692114283,15.822971066155496,0.9522387742782158,50.0
122,-128.50495355685666,-6.387008441544088,13.291295695570616,0.9309131452480395,42.0
123,-128.8714301244201,-10.186478428579115,13.924214538216836,0.9475199640815908,44.0
124,-127.40181524326022,-6.888189249182029,6.962107269108418,0.984503702018766,22.0
125,-129.463014928285,-8.53206875519059,21.835700071294585,0.97094041182184,69.0
126,-125.5943120862404,-8.704266496545717,18.354646436740374,0.8770573676990684,58.0
127,-126.88075926953353,-9.278285999491912,12.025458010278177,0.9893590230240875,38.0
128,-128.00144466610385,-8.579031613160623,28.481347919079894,0.9657955065465309,90.0
129,-129.02773800028407,-10.880957948706254,7.2785666904315285,0.9644982048078403,23.0
130,-128.11797020874712,-9.267848690351572,12.025458010278177,0.9161641785444797,38.0
131,-129.28648113126354,-9.283504664671575,11.076079746308848,0.9788233532244315,35.0
132,-125.51797478577222,-9.079981578820341,13.924214538216836,0.9752196612578004,44.0
133,-126.5830001914626,-9.716682857540356,18.354646436740374,0.9485202683531742,58.0
134,-127.14981588268236,-6.7002622631425295,10.126701482339517,0.9658373239451735,32.0
135,-129.6013486675751,-9.862830692114283,10.126701482339517,0.9597037263527767,32.0
136,-126.21251519685346,-10.703391579452509,9.810242061016407,0.9347059459173295,31.0
137,-127.00676055785279,-7.3318438715319285,14.873592802186167,0.96318779720183,47.0
138,-127.80654250057023,-6.809888460708624,17.405268172771045,0.9436226296161568,55.0
139,-125.67389912566075,-6.601071233348799,37.65867113745008,0.8531365115925792,119.0
140,-127.17447834865978,-7.718030144065152,5.379810162492869,0.9576064278999176,17.0
141,-127.44104668405625,-9.40353601950526,10.126701482339517,0.9469464260075243,32.0
142,-129.84491926538925,-9.852391261969332,5.696269583815979,0.944278103045386,18.0
143,-128.82100258570557,-9.21044398135423,7.2785666904315285,0.9747237678433296,23.0
144,-130.25074710358908,-8.777320758869973,7.595026111754638,0.9218788112557216,24.0
145,-159.34794611726863,37.11786547498089,13.853943687986337,0.9624547073720968,49.0
146,-159.1157191988743,36.222701054855655,6.502871527013995,0.9775666410475615,23.0
147,-162.87314291913026,37.378995338094164,12.157542420069642,0.9690285879396188,43.0
148,-163.23712474583576,36.03622160529076,7.06833861631956,0.9706552889636566,25.0
149,-162.47734099984154,35.74251581126581,10.743874696805731,0.9718542660406196,38.0
150,-160.93582889528867,37.677464051691075,11.592075330764079,0.9644779463942327,41.0
151,-163.4633890348436,35.25764788758716,17.52947976847251,0.9281588794578307,62.0
152,-162.97208550772223,38.106593121994074,13.288476598680774,0.9434129845830485,47.0
153,-162.39206535801185,37.378995338094164,10.46114115215295,0.9934385991021782,37.0
154,-161.344596607966,34.66547095409718,32.51435763506998,0.9702436781259997,115.0
155,-162.70397326125303,34.60951067320206,35.90716017090337,0.971556949024769,127.0
156,-162.81635982725606,36.04088358266253,14.702144321944685,0.9450920183938456,52.0
157,-162.95983826259905,36.53972183128197,7.06833861631956,0.9739817724230427,25.0
158,-161.50820057577067,37.971312759581075,8.482006339583473,0.9637285206059032,30.0
159,-160.16942888397776,36.49776251566381,13.00574305402799,0.9932309248867573,46.0
160,-159.62722900476552,36.908045584873314,9.612940518194602,0.9787967164750526,34.0
161,-159.836683251366,34.34367991514968,7.351072160972342,0.946806814444074,26.0
162,-160.04789049310418,37.22044921586999,5.371937348402866,0.942003734745441,19.0
163,-161.92139387797917,36.563032678565506,9.047473428889036,0.9454187182245185,32.0
164,-163.3486937601853,38.22322337342758,7.351072160972342,0.9151057860564075,26.0
165,-163.63694209042276,37.59817927796148,4.523736714444518,0.9619150785720791,16.0
166,-160.98730925035628,38.10192809382307,5.089203803750083,0.9652119897993182,18.0
167,-161.97146647124302,34.39964711061777,5.089203803750083,0.9520733489069609,18.0
168,-163.50612492609662,34.94525389221838,6.502871527013995,0.9208262676726275,23.0
169,-160.51551513472327,37.29505794777911,4.806470259097301,0.9422212799623736,17.0
170,-126.61429754662593,45.84384890882404,10.162273829862409,0.9574243433281814,21.0
171,-124.32229863234487,43.925981145304426,11.130109432706448,0.9875030154108533,23.0
172,-121.26522890485641,41.459899601558206,5.807013617064233,0.9622728815597407,12.0
173,-127.28097172094986,43.71839206122855,11.130109432706448,0.9661718598873806,23.0
174,-127.75615759039971,42.17804068324147,87.1052042559635,0.9470401070286397,180.0
175,-125.24263105528489,42.57702541004389,39.681259716605595,0.8806068484092733,82.0
176,-127.85913826574539,42.66480633706597,10.162273829862409,0.9581262295019423,21.0
177,-121.74264953737249,42.042390861647334,7.258767021330292,0.9335008773328546,15.0
178,-124.70074737844126,44.18151370582379,9.194438227018368,0.9692588107030858,19.0
179,-128.74968214609274,43.57469133157543,10.162273829862409,0.9802085774320038,21.0
180,-126.24941012811196,38.22594558890924,13.065780638394525,0.9722462317648242,27.0
181,-124.79402076117398,44.676746389953394,12.097945035550486,0.9209279884208518,25.0
182,-126.39376913282682,38.64958314750342,10.646191631284427,0.9397230701257562,22.0
183,-121.98459783329548,40.68583745844365,27.583314681055107,0.9224101906804307,57.0
184,-126.76955298388539,40.039303804218115,9.678356028440389,0.9260933190633126,20.0
185,-124.9092071812368,41.731197800332055,57.102300567798295,0.9632609671318146,118.0
186,-127.88091416100141,39.36858473868049,22.260218865412895,0.9619414799551925,46.0
187,-125.54637269671866,41.50777615857908,8.71052042559635,0.9545749098001646,18.0
188,-127.23551272284861,38.74547630218241,37.745588510917514,0.9859482595505321,78.0
189,-125.76413205573058,45.74786635922097,15.001451844082602,0.942088590822074,31.0
190,-123.2304439821146,39.75188788446454,13.549698439816543,0.9571657402809591,28.0
191,-119.66956843059747,42.034411507592814,22.260218865412895,0.9006842221647839,46.0
192,-122.55218642037485,42.688746927578336,21.292383262568855,0.9592903327416602,44.0
193,-120.12144688956776,38.633600102377024,9.678356028440389,0.9629882872292064,20.0
194,-121.64919460305842,39.304690713984826,9.678356028440389,0.9662354481448673,20.0
195,-120.66337820963966,39.22481879108735,7.742684822752311,0.9788875397572911,16.0
196,-121.44181447510616,43.694441132976905,82.2660262417433,0.963041245515363,170.0
197,-123.55776877409222,45.70787689126152,13.549698439816543,0.9326726227096757,28.0
198,-123.44226071046742,41.07687542530856,11.614027234128466,0.9780083561644191,24.0
199,-119.87405257764226,45.90784351741166,6.290931418486252,0.9464370925779159,13.0
200,-122.97688178336563,38.8893000368657,7.742684822752311,0.9807706528711009,16.0
201,-121.25480081749332,39.600175700341346,6.290931418486252,0.9707864584790072,13.0
202,-125.98053762686324,44.1894998296815,7.742684822752311,0.9330323957183551,16.0
203,-124.55175211827554,40.59006574509217,9.194438227018368,0.978024400586226,19.0
204,-122.24969647512685,38.14599273331011,8.22660262417433,0.9639438346129869,17.0
205,-119.96130308551533,40.07921898817304,6.290931418486252,1.0,13.0
206,-120.4417995983651,41.699280579680845,9.678356028440389,0.9847792012361439,20.0
207,-123.88230321516407,43.462931792493904,32.4224926952753,0.9119290375898002,67.0
208,-128.3697831659786,44.94042269450834,10.646191631284427,0.8637655688872032,22.0
209,-125.4471827782839,39.49636375588972,5.807013617064233,0.9442604721119163,12.0
210,-118.88693726588978,45.443992886867434,9.194438227018368,0.940071495187557,19.0
211,-129.0705220911192,39.1050014367526,5.323095815642214,0.9609862423760535,11.0
212,-124.78939898568419,45.43599762784739,10.646191631284427,0.9310750753998485,22.0
213,-119.20259533145689,45.85184795944124,7.742684822752311,0.9455340184520877,16.0
214,-121.42859683368619,38.89728969672002,6.290931418486252,0.9706331224980003,13.0
215,-122.76919504325757,39.959470834251,6.774849219908272,0.9521848288812198,14.0
216,-119.1894525567537,45.6199066862265,6.290931418486252,0.9761888451388847,13.0
217,-129.24253276932097,39.791809699180554,5.323095815642214,0.9125106993519329,11.0
218,-124.29929666684058,38.76944824027321,6.290931418486252,0.9154696465260945,13.0
219,-128.6707987922642,41.228492150619346,6.290931418486252,0.9198038174693465,13.0
220,-121.1954707083172,39.99938775936633,11.130109432706448,0.9481402557698335,23.0
221,-120.8983358619854,44.90046763022886,5.323095815642214,0.8628072680823645,11.0
222,-123.73931448734574,39.711965069388484,6.290931418486252,0.9400511587414777,13.0
223,-125.32132449034908,44.03777117946369,4.355260212798175,0.8932363911254377,9.0
224,-124.79900476671166,38.52171180270089,8.71052042559635,0.9786347812147027,18.0
225,-124.10133044173716,40.0872019233606,6.774849219908272,0.9607158004609744,14.0
226,-125.79156308547837,44.19748599962017,7.258767021330292,0.8983810698274823,15.0
227,-125.95925995086596,43.830167522667004,5.323095815642214,0.8853922757561659,11.0
228,-119.54305663064898,40.09518482504184,6.290931418486252,0.9265757542569996,13.0
229,-92.26403353145591,-2.3156208490414576,11.453585701822611,0.9523787306750519,17.0
230,-93.68738519352124,-1.2677728831516744,8.75862436021729,0.9715965335921947,13.0
231,-94.9785047415068,4.068530709721165,10.10610503101995,0.9402206941736831,15.0
232,-90.84668583985508,4.035196673958511,8.08488402481596,0.92114749450245,12.0
233,-98.02354801385182,7.795847557961001,13.4748067080266,0.9704817548526363,20.0
234,-97.67743042998305,1.7687580626794115,8.08488402481596,0.9993662417961342,12.0
235,-88.48988621276155,7.9965607969256585,6.7374033540133,0.9215594611204629,10.0
236,-97.62582009680563,5.54688603978364,87.5862436021729,0.9910615938724566,130.0
237,-92.76729093962737,6.893335157221526,86.91250326677158,0.9652461688595368,129.0
238,-98.29809765875767,0.6573075464316309,6.7374033540133,0.9577927277471131,10.0
239,-98.94672652258593,5.991798125182863,21.55969073284256,0.9550009443953054,32.0
240,-90.90823976764635,-2.00332873032315,7.41114368941463,0.8985502955706687,11.0
241,-95.9005620233089,2.8797669187311192,6.7374033540133,0.9351157926313076,10.0
242,-92.85224304487754,8.520942276606437,6.063663018611971,0.9222760316840768,9.0
243,-95.33734584440255,5.380085840675235,7.41114368941463,0.9991018211324706,11.0
244,-95.39064206917837,4.101865126219768,60.6366301861197,0.9234013144517617,90.0
245,-90.89741272739577,7.060386842582367,95.67112762698886,0.8505656678527673,142.0
246,-98.39785609367041,-0.288084952393556,77.48013857115295,0.8255731954193147,115.0
247,-94.40978642603835,-1.9475779148874057,5.38992268321064,0.927361281968773,8.0
248,-91.15319995661123,1.7576464401194403,35.708237776270494,0.9587072084412406,53.0
249,-88.86539343276011,0.9130021101335664,6.063663018611971,0.8960451535487521,9.0
250,-92.42045009646543,1.5131787248320214,43.79312180108645,0.9216398345876498,65.0
251,-139.24882971847327,32.444359809283405,54.32485040235237,0.9853443281619911,71.0
252,-135.64858716350994,36.16858964778146,10.711942332858213,0.9885055532246125,14.0
253,-138.0845232942762,36.118124286429804,10.711942332858213,0.9694495626916623,14.0
254,-142.36267288042026,42.09672350060215,52.79457292622977,0.7291928088460093,69.0
255,-133.23994290931068,37.70800547609472,10.711942332858213,0.9688567007335006,14.0
256,-139.13079770746137,39.728880709647235,9.181664856735612,0.9359215044894988,12.0
257,-139.529410339953,35.18448087082689,12.242219808980815,0.9826962130088035,16.0
258,-131.76776672380697,36.294753476989456,104.05886837633693,0.9466668907789021,136.0
259,-139.33615049237022,39.34969600876665,10.711942332858213,0.9842326090418528,14.0
260,-135.6959725228663,34.65448664128287,12.242219808980815,0.9675140799177234,16.0
261,-140.10792444276905,35.058300323048165,7.651387380613009,0.9279881114765669,10.0
262,-138.58266753943235,35.411595467670516,12.242219808980815,0.9430285329222023,16.0
263,-132.1782171785097,35.28542219386941,13.772497285103418,0.9364033018881122,18.0
264,-141.58846815602908,32.14091049639375,11.477081070919514,0.9793584361839459,15.0
265,-142.07097215642085,38.97065460384991,10.711942332858213,0.8863991657384618,14.0
266,-135.58875129215517,36.471384819063445,7.651387380613009,0.9865245029618532,10.0
267,-129.60467081169324,39.450797233321545,15.302774761226019,0.9795061485102486,20.0
268,-134.99347622373116,37.203202774764286,9.181664856735612,0.9306054246888376,12.0
269,-140.9221800623411,38.819074451991774,7.651387380613009,0.9400155188311065,10.0
270,-126.6921408446217,40.3106135123446,9.181664856735612,0.9311677163188932,12.0
271,-127.62974998103756,36.01719364039677,10.711942332858213,0.9555021317047052,14.0
272,-135.6513495110262,41.057395250980115,8.41652611867431,0.9109926490357599,11.0
273,-128.22229874159422,37.64489898439192,6.886248642551709,1.0,9.0
274,-134.57768277956345,41.64021059155054,14.537636023164717,0.9892944019803008,19.0
275,-135.74960153078985,39.57718857253163,9.181664856735612,0.9466116261412518,12.0
276,-133.90345125614388,30.43171763379624,10.711942332858213,0.9420132555590991,14.0
277,-134.37892076776822,36.736339538283914,9.946803594796913,0.9622530275690864,13.0
278,-134.53499258288986,40.20941297054683,33.66610447469724,0.9471107889259703,44.0
279,-131.74128154662213,39.17279319602159,44.37804680755546,0.9478791785557337,58.0
280,-139.6890887651234,41.3614050468123,16.06791349928732,0.9492175617058686,21.0
281,-130.25852508921534,42.071351976648494,31.37068826051334,0.9123466693606702,41.0
282,-138.73202575449915,38.440205822055326,15.302774761226019,0.9935906398117683,20.0
283,-135.1085339369693,32.78561962141053,44.37804680755546,0.9287706432858495,58.0
284,-138.02515671559837,35.802715100421814,11.477081070919514,0.9716031368804665,15.0
285,-139.56899028092946,36.130740621619026,13.007358547042116,0.9797653231251836,17.0
286,-138.45349375979404,37.01392656542001,9.946803594796913,0.9636706806443309,13.0
287,-136.2663850075432,31.951199456978937,59.680821568781475,0.9119094482482177,78.0
288,-130.92466965229025,40.36121870616126,30.605549522452037,0.9814464885701532,40.0
289,-138.24165284778434,32.697156492484936,8.41652611867431,0.8793813738186126,11.0
290,-133.14298799462838,36.39568530134403,9.181664856735612,0.9200077723995167,12.0
291,-139.74778179098593,40.56367322036885,38.256936903065046,0.9351079550779202,50.0
292,-142.09049503395258,34.64186643680078,8.41652611867431,0.9991018211324706,11.0
293,-137.44933566561986,39.059085654461526,6.886248642551709,0.9512993794276864,9.0
294,-127.63873534571273,35.234951855635444,24.48443961796163,0.9551692875012214,32.0
295,-130.36580523239695,39.80473630475548,6.121109904490408,0.9324215462213549,8.0
296,-137.5776384459377,31.014593653441956,29.075272046329435,0.877453310531182,38.0
297,-141.2469451967976,40.260011613605684,13.772497285103418,0.936949294882225,18.0
298,-132.05642286676306,36.53446828228005,6.886248642551709,0.997766907784764,9.0
299,-140.12852047446285,39.90588727594153,7.651387380613009,0.9259487168919347,10.0
300,-141.87298650412546,35.86579727576957,12.242219808980815,0.9847735005307969,16.0
301,-132.34448962175384,38.692772382262426,12.242219808980815,0.942340529830629,16.0
302,-131.4534338155594,34.88163919083331,9.181664856735612,0.9546745926969961,12.0
303,-141.3573501111005,35.0709185881284,22.18902340377773,0.9402471850348487,29.0
304,-143.314830468811,42.09672350060215,9.946803594796913,0.9932922059458152,13.0
305,-130.80162017213382,36.509234833474814,8.41652611867431,0.9436846402220608,11.0
306,-136.8291602207999,38.95802216473757,8.41652611867431,0.9442156594883534,11.0
307,-131.42339293842576,36.294753476989456,9.181664856735612,0.9719478133961829,12.0
308,-132.5627123928405,36.92560132382931,16.83305223734862,0.9214670161945482,22.0
309,-138.33765501390496,41.868421384007,8.41652611867431,0.9377450850493209,11.0
310,-132.56343784770934,42.248977430830294,16.06791349928732,0.9900024456044082,21.0
311,-140.89505577610933,35.90364645822573,9.946803594796913,0.97368586008398,13.0
312,-136.17259939140433,35.71439949683687,9.181664856735612,0.8720856148713921,12.0
313,-137.44968515439652,38.61699729045352,12.242219808980815,0.9678095330195872,16.0
314,-137.40601021888352,33.884505540871416,17.59819097540992,0.9762284314875057,23.0
315,-134.99636365643292,39.37497034732505,7.651387380613009,0.9830805121911601,10.0
316,-137.19126541719604,36.54708504027727,6.121109904490408,0.8655958528683481,8.0
317,-138.99041168621727,40.39917478762202,8.41652611867431,0.9826798164572025,11.0
318,-132.18250982393275,34.692346845799705,11.477081070919514,0.9262150647576841,15.0
319,-136.50282748797136,37.41773089102318,8.41652611867431,0.8763109656056708,11.0
320,-136.72311913970066,36.67325399785764,9.181664856735612,0.9235463527791009,12.0
321,-128.22369999102114,34.692346845799705,8.41652611867431,0.9062459950863497,11.0
322,-136.0230422266436,35.02044523149405,6.886248642551709,0.9701176538561109,9.0
323,-139.6701411408502,33.60671800306834,20.658745927655126,0.9503602824722251,27.0
324,-137.09176232671757,36.912983603335505,8.41652611867431,0.8805510964745166,11.0
325,-139.7026775018471,39.93117686897633,7.651387380613009,0.9950825881645242,10.0
326,-129.92681510803456,40.86746054545165,26.014717094084233,0.9483975148010657,34.0
327,-135.98271401735246,35.46206385126564,12.242219808980815,0.8978629749931405,16.0
328,-137.90842388440123,32.596045946415835,6.886248642551709,0.9078510697431451,9.0
329,-137.33668301790718,34.64186643680078,20.658745927655126,0.932165791668732,27.0
330,-140.26396956921508,37.808980029448925,10.711942332858213,0.9759425204425551,14.0
331,-138.18461213798244,30.68520966464432,7.651387380613009,0.8485972171234855,10.0
332,-141.80103946450262,33.35413389901117,17.59819097540992,0.9474493404371133,23.0
333,-137.77060633809984,38.56648304333316,6.121109904490408,0.9666825533252411,8.0
334,-128.97251772297926,36.20643871768227,8.41652611867431,0.8785028442416265,11.0
335,-140.66823700008092,33.58146182288824,34.431243212758545,0.9493055984187894,45.0
336,-138.96713990303988,34.74282618717336,14.537636023164717,0.9695965007462478,19.0
337,-140.73806386539357,37.94782892556471,14.537636023164717,0.9475727476037188,19.0
338,-134.68914960531802,38.40232492696533,9.946803594796913,0.9006029454596401,13.0
339,-135.80541588261707,37.54393254142575,14.537636023164717,0.9689924028637217,19.0
340,-136.3249729300609,37.253678436436765,35.19638195081984,0.9271229909390076,46.0
341,-135.0872596136889,36.69848812175567,6.121109904490408,0.9078811309563929,8.0
342,-136.8801248476599,40.184114857587275,27.544994570206836,0.8594983534997862,36.0
343,-140.45551553753904,36.950836890128976,9.181664856735612,0.9183715729943934,12.0
344,-135.90871304280495,30.495100719023053,9.946803594796913,0.928683477551047,13.0
345,-128.13098829046893,36.53446828228005,6.886248642551709,0.9069347986530453,9.0
